id	name	species	type.0	type.1	height	weight	abilities.0	abilities.1	stats.hp	stats.attack	stats.defense	stats.sp_atk	stats.sp_def	stats.speed	stats.total	evolution.0	evolution.1	evolution.2	description	gen	abilities.2	evolution.3	abilities.3	abilities.4	abilities.5
588	Karrablast	Clamping Pokemon	Bug		0.5m	5.9 kg	Swarm	Shed Skin	50	75	45	40	45	60	315				Description not available yet	5	No Guard				
798	Kartana	Drawn Sword Pokemon	Grass	Steel	0.3m	0.1 kg	Beast Boost		59	181	131	59	31	109	570				Description not available yet	7					
352	Kecleon	Color Swap Pokemon	Normal		1m	22 kg	Color Change	Protean	60	90	70	60	120	40	440				Description not available yet	3					
647	Keldeo	Colt Pokemon	Water	Fighting	1.4m	48.5 kg	Justified		91	72	90	129	90	108	580				Description not available yet	5					
230	Kingdra	Dragon Pokemon	Water	Dragon	1.8m	152 kg	Swift Swim	Sniper	75	95	95	95	95	85	540				Description not available yet	2	Damp				
099	Kingler	Pincer Pokemon	Water		1.30m	60.0 kg	Hyper Cutter	Shell Armor	55	130	115	50	50	75	475	Krabby	Kingler		The larger pincer has 10,000- horsepower strength. However, it is so heavy, it is difficult to aim.	1	Sheer Force				
281	Kirlia	Emotion Pokemon	Psychic	Fairy	0.8m	20.2 kg	Synchronize	Trace	38	35	35	65	55	50	278				Description not available yet	3	Telepathy				
600	Klang	Gear Pokemon	Steel		0.6m	51 kg	Plus	Minus	60	80	95	70	85	50	440				Description not available yet	5	Clear Body				
707	Klefki	Key Ring Pokemon	Steel	Fairy	0.2m	3 kg	Prankster	Magician	57	80	91	80	87	75	470				Description not available yet	6					
599	Klink	Gear Pokemon	Steel		0.3m	21 kg	Plus	Minus	40	55	70	45	60	30	300				Description not available yet	5	Clear Body				
601	Klinklang	Gear Pokemon	Steel		0.6m	81 kg	Plus	Minus	60	100	115	70	85	90	520				Description not available yet	5	Clear Body				
109	Koffing	Poison Gas Pokemon	Poison		0.61m	1.0 kg	Levitate		40	65	95	60	45	35	340	Koffing	Weezing		Toxic gas is held within its thin, balloon-shaped body, so it can cause massive explosions.	1					
775	Komala	Drowsing Pokemon	Normal		0.4m	19.9 kg	Comatose		65	115	65	75	95	65	480				Description not available yet	7					
784	Kommo-o	Scaly Pokemon	Dragon	Fighting	1.6m	78.2 kg	Bulletproof	Soundproof	75	110	125	100	105	85	600				Description not available yet	7	Overcoat				
098	Krabby	River Crab Pokemon	Water		0.41m	6.5 kg	Hyper Cutter	Shell Armor	30	105	90	25	25	50	325	Krabby	Kingler		It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.	1	Sheer Force				
401	Kricketot	Cricket Pokemon	Bug		0.3m	2.2 kg	Shed Skin	Run Away	37	25	41	25	41	25	194				Description not available yet	4					
402	Kricketune	Cricket Pokemon	Bug		1m	25.5 kg	Swarm	Technician	77	85	51	55	51	65	384				Description not available yet	4					
552	Krokorok	Desert Croc Pokemon	Ground	Dark	1m	33.4 kg	Intimidate	Moxie	60	82	45	45	45	74	351				Description not available yet	5	Anger Point				
553	Krookodile	Intimidation Pokemon	Ground	Dark	1.5m	96.3 kg	Intimidate	Moxie	95	117	80	65	70	92	519				Description not available yet	5	Anger Point				
382	Kyogre	Sea Basin Pokemon	Water		4.5m	352 kg	Drizzle		100	150	90	180	160	90	770				Description not available yet	3					
646	Kyurem	Boundary Pokemon	Dragon	Ice	3m	325 kg	Pressure	Teravolt	125	120	90	170	100	95	700				Description not available yet	5	Turboblaze				
305	Lairon	Iron Armor Pokemon	Steel	Rock	0.9m	120 kg	Sturdy	Rock Head	60	90	140	50	50	40	430				Description not available yet	3	Heavy Metal				
608	Lampent	Lamp Pokemon	Ghost	Fire	0.6m	13 kg	Flash Fire	Flame Body	60	40	60	95	60	55	370				Description not available yet	5	Infiltrator				
645	Landorus	Abundance Pokemon	Ground	Flying	1.5m	68 kg	Sand Force	Sheer Force	89	145	90	105	80	91	600				Description not available yet	5	Intimidate				
171	Lanturn	Light Pokemon	Water	Electric	1.2m	22.5 kg	Volt Absorb	Illuminate	125	58	58	76	76	67	460				Description not available yet	2	Water Absorb				
131	Lapras	Transport Pokemon	Water	Ice	2.49m	220.0 kg	Shell Armor	Water Absorb	130	85	80	85	95	60	535				Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back.	1	Hydration				
636	Larvesta	Torch Pokemon	Bug	Fire	1.1m	28.8 kg	Flame Body	Swarm	55	85	55	50	55	60	360				Description not available yet	5					
246	Larvitar	Rock Skin Pokemon	Rock	Ground	0.6m	72 kg	Guts	Sand Veil	50	64	50	45	50	41	300				Description not available yet	2					
380	Latias	Eon Pokemon	Dragon	Psychic	1.4m	40 kg	Levitate		80	100	120	140	150	110	700				Description not available yet	3					
381	Latios	Eon Pokemon	Dragon	Psychic	2m	60 kg	Levitate		80	130	100	160	120	110	700				Description not available yet	3					
470	Leafeon	Verdant Pokemon	Grass		1m	25.5 kg	Leaf Guard	Chlorophyll	65	110	130	60	65	95	525				Description not available yet	4					
542	Leavanny	Nurturing Pokemon	Bug	Grass	1.2m	20.5 kg	Swarm	Chlorophyll	75	103	80	70	80	92	500				Description not available yet	5	Overcoat				
166	Ledian	Five Star Pokemon	Bug	Flying	1.4m	35.6 kg	Swarm	Early Bird	55	35	50	55	110	85	390				Description not available yet	2	Iron Fist				
165	Ledyba	Five Star Pokemon	Bug	Flying	1m	10.8 kg	Swarm	Early Bird	40	20	30	40	80	55	265				Description not available yet	2	Rattled				
463	Lickilicky	Licking Pokemon	Normal		1.7m	140 kg	Own Tempo	Oblivious	110	85	95	80	95	50	515				Description not available yet	4	Cloud Nine				
108	Lickitung	Licking Pokemon	Normal		1.19m	65.5 kg	Oblivious	Own Tempo	90	55	75	60	75	30	385	Lickitung			Being licked by its long, saliva-covered tongue leaves a tingling sensation. Extending its tongue retracts its tail.	1	Cloud Nine				
510	Liepard	Cruel Pokemon	Dark		1.1m	37.5 kg	Limber	Unburden	64	88	50	88	50	106	446				Description not available yet	5	Prankster				
345	Lileep	Sea Lily Pokemon	Rock	Grass	1m	23.8 kg	Suction Cups	Storm Drain	66	41	77	61	87	23	355				Description not available yet	3					
549	Lilligant	Flowering Pokemon	Grass		1.1m	16.3 kg	Chlorophyll	Own Tempo	70	60	75	110	75	90	480				Description not available yet	5	Leaf Guard				
506	Lillipup	Puppy Pokemon	Normal		0.4m	4.1 kg	Vital Spirit	Pickup	45	60	45	25	45	55	275				Description not available yet	5	Run Away				
264	Linoone	Rush Pokemon	Normal		0.5m	32.5 kg	Pickup	Gluttony	78	70	61	50	61	100	420				Description not available yet	3	Quick Feet				
667	Litleo	Lion Cub Pokemon	Fire	Normal	0.6m	13.5 kg	Rivalry	Unnerve	62	50	58	73	54	72	369				Description not available yet	6	Moxie				
725	Litten	Fire Cat Pokemon	Fire		0.4m	4.3 kg	Blaze	Intimidate	45	65	40	60	40	70	320				Description not available yet	7					
607	Litwick	Candle Pokemon	Ghost	Fire	0.3m	3.1 kg	Flash Fire	Flame Body	50	30	55	65	55	20	275				Description not available yet	5	Infiltrator				
271	Lombre	Jolly Pokemon	Water	Grass	1.2m	32.5 kg	Swift Swim	Rain Dish	60	50	50	60	70	50	340				Description not available yet	3	Own Tempo				
428	Lopunny	Rabbit Pokemon	Normal		1.2m	33.3 kg	Cute Charm	Klutz	65	136	94	54	96	135	580				Description not available yet	4	Limber				
270	Lotad	Water Weed Pokemon	Water	Grass	0.5m	2.6 kg	Swift Swim	Rain Dish	40	30	30	40	50	30	220				Description not available yet	3	Own Tempo				
294	Loudred	Big Voice Pokemon	Normal		1m	40.5 kg	Soundproof	Scrappy	84	71	43	71	43	48	360				Description not available yet	3					
448	Lucario	Aura Pokemon	Fighting	Steel	1.2m	54 kg	Steadfast	Inner Focus	70	145	88	140	70	112	625				Description not available yet	4	Justified				
272	Ludicolo	Carefree Pokemon	Water	Grass	1.5m	55 kg	Swift Swim	Rain Dish	80	70	70	90	100	70	480				Description not available yet	3	Own Tempo				
249	Lugia	Diving Pokemon	Psychic	Flying	5.2m	216 kg	Pressure	Multiscale	106	90	130	90	154	110	680				Description not available yet	2					
457	Lumineon	Neon Pokemon	Water		1.2m	24 kg	Swift Swim	Storm Drain	69	69	76	69	86	91	460				Description not available yet	4	Water Veil				
792	Lunala	Moone Pokemon	Psychic	Ghost	4m	120 kg	Shadow Shield		137	113	89	137	107	97	680				Description not available yet	7					
337	Lunatone	Meteorite Pokemon	Rock	Psychic	1m	168 kg	Levitate		90	55	65	95	85	70	460				Description not available yet	3					
754	Lurantis	Bloom Sickle Pokemon	Grass		0.9m	18.5 kg	Leaf Guard	Contrary	70	105	90	80	90	45	480				Description not available yet	7					
370	Luvdisc	Rendezvous Pokemon	Water		0.6m	8.7 kg	Swift Swim	Hydration	43	30	55	40	65	97	330				Description not available yet	3					
404	Luxio	Spark Pokemon	Electric		0.9m	30.5 kg	Rivalry	Intimidate	60	85	49	60	49	60	363				Description not available yet	4	Guts				
405	Luxray	Gleam Eyes Pokemon	Electric		1.4m	42 kg	Rivalry	Intimidate	80	120	79	95	79	70	523				Description not available yet	4	Guts				
745	Lycanroc	Wolf Pokemon	Rock		Nonem	None kg	Keen Eye	Sand Rush	85	115	75	55	75	82	487				Description not available yet	7	Steadfast		Keen Eye	Vital Spirit	No Guard
068	Machamp	Superpower Pokemon	Fighting		1.60m	130.0 kg	Guts	No Guard	90	130	80	65	85	55	505	Machop	Machoke	Machamp	Its four muscled arms slam foes with powerful punches and chops at blinding speed.	1	Steadfast				
067	Machoke	Superpower Pokemon	Fighting		1.50m	70.5 kg	Guts	No Guard	80	100	70	50	60	45	405	Machop	Machoke	Machamp	It happily carries heavy cargo to toughen up. It willingly does hard work for people.	1	Steadfast				
066	Machop	Superpower Pokemon	Fighting		0.79m	19.5 kg	Guts	No Guard	70	80	50	35	35	35	305	Machop	Machoke	Machamp	Though small in stature, it is powerful enough to easily heft and throw a number of Geodude at once.	1	Steadfast				
240	Magby	Live Coal Pokemon	Fire		0.7m	21.4 kg	Flame Body	Vital Spirit	45	75	37	70	55	83	365				Description not available yet	2					
219	Magcargo	Lava Pokemon	Fire	Rock	0.8m	55 kg	Magma Armor	Flame Body	60	50	120	90	80	30	430				Description not available yet	2	Weak Armor				
801	Magearna	Artificial Pokemon	Steel	Fairy	1m	80.5 kg	Soul-Heart		80	95	115	130	115	65	600				Description not available yet	7					
129	Magikarp	Fish Pokemon	Water		0.89m	10.0 kg	Swift Swim	Rattled	20	10	55	15	20	80	200	Magikarp	Gyarados		A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though.	1					
126	Magmar	Spitfire Pokemon	Fire		1.30m	44.5 kg	Flame Body	Vital Spirit	65	95	57	100	85	93	495	Magmar			The scorching fire exhaled by Magmar forms heat waves around its body, making it hard to see the Pokemon clearly.	1					
467	Magmortar	Blast Pokemon	Fire		1.6m	68 kg	Flame Body	Vital Spirit	75	95	67	125	95	83	540				Description not available yet	4					
081	Magnemite	Magnet Pokemon	Electric	Steel	0.30m	6.0 kg	Magnet Pull	Sturdy	25	35	70	95	55	45	325	Magnemite	Magneton		The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.	1	Analytic				
082	Magneton	Magnet Pokemon	Electric	Steel	0.99m	60.0 kg	Magnet Pull	Sturdy	50	60	95	120	70	70	465	Magnemite	Magneton		The stronger electromagnetic waves from the three linked Magnemite are enough to dry out surrounding moisture.	1	Analytic				
462	Magnezone	Magnet Area Pokemon	Electric	Steel	1.2m	180 kg	Magnet Pull	Sturdy	70	70	115	130	90	60	535				Description not available yet	4	Analytic				
296	Makuhita	Guts Pokemon	Fighting		1m	86.4 kg	Thick Fat	Guts	72	60	30	20	30	25	237				Description not available yet	3	Sheer Force				
687	Malamar	Overturning Pokemon	Dark	Psychic	1.5m	47 kg	Contrary	Suction Cups	86	92	88	68	75	73	482				Description not available yet	6	Infiltrator				
473	Mamoswine	Twin Tusk Pokemon	Ice	Ground	2.5m	291 kg	Oblivious	Snow Cloak	110	130	80	70	60	80	530				Description not available yet	4	Thick Fat				
490	Manaphy	Seafaring Pokemon	Water		0.3m	1.4 kg	Hydration		100	100	100	100	100	100	600				Description not available yet	4					
630	Mandibuzz	Bone Vulture Pokemon	Dark	Flying	1.2m	39.5 kg	Big Pecks	Overcoat	110	65	105	55	95	80	510				Description not available yet	5	Weak Armor				
310	Manectric	Discharge Pokemon	Electric		1.5m	40.2 kg	Static	Lightningrod	70	75	80	135	80	135	575				Description not available yet	3	Minus				
056	Mankey	Pig Monkey Pokemon	Fighting		0.51m	28.0 kg	Anger Point	Vital Spirit	40	80	35	35	45	70	305	Mankey	Primeape		It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.	1	Defiant				
226	Mantine	Kite Pokemon	Water	Flying	2.1m	220 kg	Swift Swim	Water Absorb	85	40	70	80	140	70	485				Description not available yet	2	Water Veil				
458	Mantyke	Kite Pokemon	Water	Flying	1m	65 kg	Swift Swim	Water Absorb	45	20	50	60	120	50	345				Description not available yet	4	Water Veil				
556	Maractus	Cactus Pokemon	Grass		1m	28 kg	Water Absorb	Chlorophyll	75	86	67	106	67	60	461				Description not available yet	5	Storm Drain				
747	Mareanie	Brutal Star Pokemon	Poison	Water	0.4m	8 kg	Merciless	Limber	50	53	62	43	52	45	305				Description not available yet	7	Regenerator				
179	Mareep	Wool Pokemon	Electric		0.6m	7.8 kg	Static	Plus	55	40	40	65	45	35	280				Description not available yet	2					
183	Marill	Aquamouse Pokemon	Water	Fairy	0.4m	8.5 kg	Thick Fat	Huge Power	70	20	50	20	50	40	250				Description not available yet	2	Sap Sipper				
105	Marowak	Bone Keeper Pokemon	Ground		0.99m	45.0 kg	Lightning Rod	Rock Head	60	80	110	50	80	45	425	Cubone	Marowak		From its birth, this savage Pokemon constantly holds bones. It is skilled in using them as weapons.	1	Battle Armor				
259	Marshtomp	Mud Fish Pokemon	Water	Ground	0.7m	28 kg	Torrent	Damp	70	85	70	60	70	50	405				Description not available yet	3					
284	Masquerain	Eyeball Pokemon	Bug	Flying	0.8m	3.6 kg	Intimidate	Unnerve	70	60	62	100	82	80	454				Description not available yet	3					
303	Mawile	Deceiver Pokemon	Steel	Fairy	0.6m	11.5 kg	Hyper Cutter	Intimidate	50	105	125	55	95	50	480				Description not available yet	3	Sheer Force				
308	Medicham	Meditate Pokemon	Fighting	Psychic	1.3m	31.5 kg	Pure Power	Telepathy	60	100	85	80	85	100	510				Description not available yet	3					
307	Meditite	Meditate Pokemon	Fighting	Psychic	0.6m	11.2 kg	Pure Power	Telepathy	30	40	55	40	55	60	280				Description not available yet	3					
154	Meganium	Herb Pokemon	Grass		1.8m	100.5 kg	Overgrow	Leaf Guard	80	82	100	83	100	80	525				Description not available yet	2					
648	Meloetta	Melody Pokemon	Normal	Psychic	0.6m	6.5 kg	Serene Grace		100	128	90	77	77	128	600				Description not available yet	5					
678	Meowstic	Constraint Pokemon	Psychic		0.6m	8.5 kg	Keen Eye	Infiltrator	74	48	76	83	81	104	466				Description not available yet	6	Prankster		Competitive		
052	Meowth	Scratch Cat Pokemon	Normal		0.41m	4.2 kg	Pickup	Technician	40	45	35	40	40	90	290	Meowth	Persian		It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.	1	Unnerve				
481	Mesprit	Emotion Pokemon	Psychic		0.3m	0.3 kg	Levitate		80	105	105	105	105	80	580				Description not available yet	4					
376	Metagross	Iron Leg Pokemon	Steel	Psychic	1.6m	550 kg	Clear Body	Light Metal	80	145	150	105	110	110	700				Description not available yet	3					
375	Metang	Iron Claw Pokemon	Steel	Psychic	1.2m	202.5 kg	Clear Body	Light Metal	60	75	100	55	80	50	420				Description not available yet	3					
011	Metapod	Cocoon Pokemon	Bug		0.71m	9.9 kg	Shed Skin		50	20	55	25	25	30	205	Caterpie	Metapod	Butterfree	A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.	1					
151	Mew	New Species Pokemon	Psychic		0.41m	4.0 kg	Synchronize		100	100	100	100	100	100	600				Mew is said to possess the genetic composition of all Pokemon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.	1					
150	Mewtwo	Genetic Pokemon	Psychic		2.01m	122.0 kg	Pressure	Unnerve	106	110	90	154	90	130	680				A Pokemon created by recombining Mews genes. Its said to have the most savage heart among Pokmon.	1					
619	Mienfoo	Martial Arts Pokemon	Fighting		0.9m	20 kg	Inner Focus	Regenerator	45	85	50	55	50	65	350				Description not available yet	5	Reckless				
620	Mienshao	Martial Arts Pokemon	Fighting		1.4m	35.5 kg	Inner Focus	Regenerator	65	125	60	95	60	105	510				Description not available yet	5	Reckless				
262	Mightyena	Bite Pokemon	Dark		1m	37 kg	Intimidate	Quick Feet	70	90	70	60	60	70	420				Description not available yet	3	Moxie				
350	Milotic	Tender Pokemon	Water		6.2m	162 kg	Marvel Scale	Competitive	95	60	79	100	125	81	540				Description not available yet	3	Cute Charm				
241	Miltank	Milk Cow Pokemon	Normal		1.2m	75.5 kg	Thick Fat	Scrappy	95	80	105	40	70	100	490				Description not available yet	2	Sap Sipper				
439	Mime Jr.	Mime Pokemon	Psychic	Fairy	0.6m	13 kg	Soundproof	Filter	20	25	45	70	90	60	310				Description not available yet	4	Technician				
778	Mimikyu	Disguise Pokemon	Ghost	Fairy	0.2m	0.7 kg	Disguise		55	90	80	50	105	96	476				Description not available yet	7					
572	Minccino	Chinchilla Pokemon	Normal		0.4m	5.8 kg	Cute Charm	Technician	55	50	40	40	40	75	300				Description not available yet	5	Skill Link				
774	Minior	Meteor Pokemon	Rock	Flying	0.3m	40 kg	Shields Down		60	100	60	100	60	120	500				Description not available yet	7					
312	Minun	Cheering Pokemon	Electric		0.4m	4.2 kg	Minus	Volt Absorb	60	40	50	75	85	95	405				Description not available yet	3					
200	Misdreavus	Screech Pokemon	Ghost		0.7m	1 kg	Levitate		60	60	60	85	85	85	435				Description not available yet	2					
429	Mismagius	Magical Pokemon	Ghost		0.9m	4.4 kg	Levitate		60	60	60	105	105	105	495				Description not available yet	4					
146	Moltres	Flame Pokemon	Fire	Flying	2.01m	60.0 kg	Pressure	Flame Body	90	100	90	125	85	90	580				One of the legendary bird Pokemon. It is said that its appearance indicates the coming of spring.	1					
391	Monferno	Playful Pokemon	Fire	Fighting	0.9m	22 kg	Blaze	Iron Fist	64	78	52	78	52	81	405				Description not available yet	4					
755	Morelull	Illuminating Pokemon	Grass	Fairy	0.2m	1.5 kg	Illuminate	Effect Spore	40	35	55	65	75	15	285				Description not available yet	7	Rain Dish				
414	Mothim	Moth Pokemon	Bug	Flying	0.9m	23.3 kg	Swarm	Tinted Lens	70	94	50	94	50	66	424				Description not available yet	4					
122	Mr. Mime	Barrier Pokemon	Psychic	Fairy	1.30m	54.5 kg	Filter	Soundproof	40	45	65	100	120	90	460	Mr. Mime			It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air.	1	Technician				
749	Mudbray	Donkey Pokemon	Ground		1m	110 kg	Own Tempo	Stamina	70	100	70	45	55	45	385				Description not available yet	7	Inner Focus				
258	Mudkip	Mud Fish Pokemon	Water		0.4m	7.6 kg	Torrent	Damp	50	70	50	50	50	40	310				Description not available yet	3					
750	Mudsdale	Draft Horse Pokemon	Ground		2.5m	920 kg	Own Tempo	Stamina	100	125	100	55	85	35	500				Description not available yet	7	Inner Focus				
089	Muk	Sludge Pokemon	Poison		1.19m	30.0 kg	Stench	Sticky Hold	105	105	75	65	100	50	500	Grimer	Muk		Its so stinky! Muks body contains toxic elements, and any plant will wilt when it passes by.	1	Poison Touch				
446	Munchlax	Big Eater Pokemon	Normal		0.6m	105 kg	Pickup	Thick Fat	135	85	40	40	85	5	390				Description not available yet	4	Gluttony				
517	Munna	Dream Eater Pokemon	Psychic		0.6m	23.3 kg	Forewarn	Synchronize	76	25	45	67	55	24	292				Description not available yet	5	Telepathy				
198	Murkrow	Darkness Pokemon	Dark	Flying	0.5m	2.1 kg	Insomnia	Super Luck	60	85	42	85	42	91	405				Description not available yet	2	Prankster				
518	Musharna	Drowsing Pokemon	Psychic		1.1m	60.5 kg	Forewarn	Synchronize	116	55	85	107	95	29	487				Description not available yet	5	Telepathy				
177	Natu	Little Bird Pokemon	Psychic	Flying	0.2m	2 kg	Synchronize	Early Bird	40	50	45	70	45	70	320				Description not available yet	2	Magic Bounce				
800	Necrozma	Prism Pokemon	Psychic		2.4m	230 kg	Prism Armor		97	107	101	127	89	79	600				Description not available yet	7					
034	Nidoking	Drill Pokemon	Poison	Ground	1.40m	62.0 kg	Poison Point	Rivalry	81	102	77	85	75	85	505	NidoranÃ¢â„¢â€š	Nidorino	Nidoking	One swing of its mighty tail can snap a telephone pole as if it were a matchstick.	1	Sheer Force				
031	Nidoqueen	Drill Pokemon	Poison	Ground	1.30m	60.0 kg	Poison Point	Rivalry	90	92	87	75	85	76	505	NidoranÃ¢â„¢â‚¬	Nidorina	Nidoqueen	Its entire body is armored with hard scales. It will protect the young in its burrow with its life.	1	Sheer Force				
032	NidoranÃ¢â„¢â€š	Poison Pin Pokemon	Poison		0.51m	9.0 kg	Poison Point	Rivalry	46	57	40	40	40	50	273	NidoranÃ¢â„¢â€š	Nidorino	Nidoking	It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.	1	Hustle				
029	NidoranÃ¢â„¢â‚¬	Poison Pin Pokemon	Poison		0.41m	7.0 kg	Poison Point	Rivalry	55	47	52	40	40	41	275	NidoranÃ¢â„¢â‚¬	Nidorina	Nidoqueen	While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.	1	Hustle				
030	Nidorina	Poison Pin Pokemon	Poison		0.79m	20.0 kg	Poison Point	Rivalry	70	62	67	55	55	56	365	NidoranÃ¢â„¢â‚¬	Nidorina	Nidoqueen	When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorinos.	1	Hustle				
033	Nidorino	Poison Pin Pokemon	Poison		0.89m	19.5 kg	Poison Point	Rivalry	61	72	57	55	55	65	365	NidoranÃ¢â„¢â€š	Nidorino	Nidoking	It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.	1	Hustle				
793	Nihilego	Parasite Pokemon	Rock	Poison	1.2m	55.5 kg	Beast Boost		109	53	47	127	131	103	570				Description not available yet	7					
290	Nincada	Trainee Pokemon	Bug	Ground	0.5m	5.5 kg	Compoundeyes	Run Away	31	45	90	30	30	40	266				Description not available yet	3					
038	Ninetales	Fox Pokemon	Fire		1.09m	19.9 kg	Flash Fire	Drought	73	76	75	81	100	100	505	Vulpix	Ninetales		Each of its nine tails is imbued with supernatural power, and it can live for a thousand years.	1					
291	Ninjask	Ninja Pokemon	Bug	Flying	0.8m	12 kg	Speed Boost	Infiltrator	61	90	45	50	50	160	456				Description not available yet	3					
164	Noctowl	Owl Pokemon	Normal	Flying	1.6m	40.8 kg	Insomnia	Keen Eye	100	50	50	86	96	70	452				Description not available yet	2	Tinted Lens				
714	Noibat	Sound Wave Pokemon	Flying	Dragon	0.5m	8 kg	Frisk	Infiltrator	40	30	35	45	40	55	245				Description not available yet	6	Telepathy				
715	Noivern	Sound Wave Pokemon	Flying	Dragon	1.5m	85 kg	Frisk	Infiltrator	85	70	80	97	80	123	535				Description not available yet	6	Telepathy				
299	Nosepass	Compass Pokemon	Rock		1m	97 kg	Sturdy	Magnet Pull	30	45	135	45	90	30	375				Description not available yet	3	Sand Force				
322	Numel	Numb Pokemon	Fire	Ground	0.7m	24 kg	Oblivious	Simple	60	60	40	65	45	35	305				Description not available yet	3	Own Tempo				
274	Nuzleaf	Wily Pokemon	Grass	Dark	1m	28 kg	Chlorophyll	Early Bird	70	70	40	60	40	60	340				Description not available yet	3	Pickpocket				
224	Octillery	Jet Pokemon	Water		0.9m	28.5 kg	Suction Cups	Sniper	75	105	75	105	75	45	480				Description not available yet	2	Moody				
043	Oddish	Weed Pokemon	Grass	Poison	0.51m	5.4 kg	Chlorophyll	Run Away	45	50	55	75	65	30	320	Oddish	Gloom	Vileplume	It often plants its root feet in the ground during the day and sows seeds as it walks about at night.	1					
138	Omanyte	Spiral Pokemon	Rock	Water	0.41m	7.5 kg	Shell Armor	Swift Swim	35	40	100	90	55	35	355	Omanyte	Omastar		A Pokemon that was resurrected from a fossil using modern science. It swam in ancient seas.	1	Weak Armor				
139	Omastar	Spiral Pokemon	Rock	Water	0.99m	35.0 kg	Shell Armor	Swift Swim	70	60	125	115	70	55	495	Omanyte	Omastar		It is thought that this Pokemon became extinct because its spiral shell grew too large.	1	Weak Armor				
095	Onix	Rock Snake Pokemon	Rock	Ground	8.79m	210.0 kg	Rock Head	Sturdy	35	45	160	30	45	70	385	Onix			Opening its large mouth, it ingests massive amounts of soil and creates long tunnels.	1	Weak Armor				
765	Oranguru	Sage Pokemon	Normal	Psychic	1.5m	76 kg	Inner Focus	Telepathy	90	60	80	90	110	60	490				Description not available yet	7	Symbiosis				
741	Oricorio	Dancing Pokemon	Fire	Flying	0.6m	3.4 kg	Dancer		75	70	70	98	70	93	476				Description not available yet	7					
501	Oshawott	Sea Otter Pokemon	Water		0.5m	5.9 kg	Torrent	Shell Armor	55	55	45	63	45	45	308				Description not available yet	5					
417	Pachirisu	EleSquirrel Pokemon	Electric		0.4m	3.9 kg	Run Away	Pickup	60	45	70	45	90	95	405				Description not available yet	4	Volt Absorb				
484	Palkia	Spatial Pokemon	Water	Dragon	4.2m	336 kg	Pressure	Telepathy	90	120	100	150	120	100	680				Description not available yet	4					
770	Palossand	Sand Castle Pokemon	Ghost	Ground	1.3m	250 kg	Water Compaction	Sand Veil	85	75	110	100	75	35	480				Description not available yet	7					
536	Palpitoad	Vibration Pokemon	Water	Ground	0.8m	17 kg	Swift Swim	Hydration	75	65	55	65	55	69	384				Description not available yet	5	Water Absorb				
674	Pancham	Playful Pokemon	Fighting		0.6m	8 kg	Iron Fist	Mold Breaker	67	82	62	46	48	43	348				Description not available yet	6	Scrappy				
675	Pangoro	Daunting Pokemon	Fighting	Dark	2.1m	136 kg	Iron Fist	Mold Breaker	95	124	78	69	71	58	495				Description not available yet	6	Scrappy				
515	Panpour	Spray Pokemon	Water		0.6m	13.5 kg	Gluttony	Torrent	50	53	48	53	48	64	316				Description not available yet	5					
511	Pansage	Grass Monkey Pokemon	Grass		0.6m	10.5 kg	Gluttony	Overgrow	50	53	48	53	48	64	316				Description not available yet	5					
513	Pansear	High Temp Pokemon	Fire		0.6m	11 kg	Gluttony	Blaze	50	53	48	53	48	64	316				Description not available yet	5					
046	Paras	Mushroom Pokemon	Bug	Grass	0.30m	5.4 kg	Dry Skin	Effect Spore	35	70	55	45	55	25	285	Paras	Parasect		Mushrooms named tochukaso grow on its back. They grow along with the host Paras.	1	Damp				
047	Parasect	Mushroom Pokemon	Bug	Grass	0.99m	29.5 kg	Dry Skin	Effect Spore	60	95	80	60	80	30	405	Paras	Parasect		A mushroom grown larger than the hosts body controls Parasect. It scatters poisonous spores.	1	Damp				
766	Passimian	Teamwork Pokemon	Fighting		2m	82.8 kg	Receiver	Defiant	100	120	90	40	60	80	490				Description not available yet	7					
504	Patrat	Scout Pokemon	Normal		0.5m	11.6 kg	Run Away	Keen Eye	45	55	39	35	39	42	255				Description not available yet	5	Analytic				
624	Pawniard	Sharp Blade Pokemon	Dark	Steel	0.5m	10.2 kg	Defiant	Inner Focus	45	85	70	40	40	60	340				Description not available yet	5	Pressure				
279	Pelipper	Water Bird Pokemon	Water	Flying	1.2m	28 kg	Keen Eye	Drizzle	60	50	100	95	70	65	440				Description not available yet	3	Rain Dish				
053	Persian	Classy Cat Pokemon	Normal		0.99m	32.0 kg	Limber	Technician	65	70	60	65	65	115	440	Meowth	Persian		A very haughty Pokemon. Among fans, the size of the jewel in its forehead is a topic of much talk.	1	Unnerve				
